2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
51-100,,Mansoura University,Egypt,45.5,51+,67.1,51+,90.5,51+,81.2,51+,,,
51-100,,McGill University,Canada,60.6,51+,86.4,16,81.7,51+,69.2,51+,,,
51-100,,Nanjing Agricultural University,China (Mainland),47.4,51+,65.4,51+,89.7,51+,86.0,38=,,,
51-100,51-70,Norwegian University of Life Sciences (UMB),Norway,59.3,51+,62.1,51+,94.2,27=,81.2,51+,,,
51-100,,Oregon State University,United States of America,50.2,51+,61.9,51+,94.2,27=,81.7,51+,,,
51-100,51-70,Seoul National University,Republic of Korea,67.7,50,79.0,36,84.1,51+,81.7,51+,,,
51-100,,South China Agricultural University,China (Mainland),43.7,51+,56.7,51+,93.8,31=,85.0,47=,,,
51-100,51-70,The University of Adelaide,Australia,55.7,51+,72.9,50=,90.5,51+,80.6,51+,,,
51-100,51-70,UNESP,Brazil,72.0,34=,78.0,38,76.3,51+,83.9,51+,,,
51-100,,Universidad Austral de Chile,Chile,64.9,51+,80.6,30,82.0,51+,70.9,51+,,,
51-100,,Universidad de Buenos Aires (UBA),Argentina,70.2,40,100.0,1,81.9,51+,73.3,51+,,,
51-100,,Universidad de Chile,Chile,65.3,51+,82.2,25,80.0,51+,68.3,51+,,,
51-100,51-70,Universidad Nacional Autónoma de México (UNAM),Mexico,71.3,36=,86.9,15,81.7,51+,79.4,51+,,,
51-100,,Universidad Nacional de La Plata (UNLP),Argentina,64.7,51+,91.7,3=,75.8,51+,68.3,51+,,,
51-100,51-70,Universidade de São Paulo,Brazil,67.3,51+,84.7,19,79.5,51+,81.7,51+,,,
51-100,,Universidade Federal de Minas Gerais (UFMG),Brazil,62.1,51+,70.5,51+,77.2,51+,74.7,51+,,,
51-100,51-70,Università di Padova,Italy,55.4,51+,68.8,51+,91.3,51+,87.4,31=,,,
51-100,51-70,Université de Liège,Belgium,65.3,51+,48.4,51+,90.6,51+,79.4,51+,,,
51-100,,"University of Agriculture, Faisalabad",Pakistan,45.2,51+,83.9,20,94.0,30,82.9,51+,,,
51-100,,University of Alberta,Canada,63.7,51+,64.1,51+,89.2,51+,75.5,51+,,,
51-100,,University of Bari,Italy,51.9,51+,39.0,51+,90.7,51+,83.4,51+,,,
51-100,51-70,University of British Columbia,Canada,64.9,51+,82.9,22,85.7,51+,76.1,51+,,,
51-100,51-70,University of Helsinki,Finland,56.5,51+,62.2,51+,92.2,46=,79.4,51+,,,
51-100,,University of Kentucky,United States of America,58.1,51+,42.7,51+,89.9,51+,75.5,51+,,,
51-100,51-70,"University of Missouri, Columbia",United States of America,63.9,51+,56.4,51+,93.6,34=,82.9,51+,,,
51-100,,University of Naples - Federico II,Italy,57.8,51+,46.8,51+,92.4,45,79.4,51+,,,
51-100,51-70,University of Pisa,Italy,52.1,51+,62.1,51+,93.0,39=,87.4,31=,,,
51-100,51-70,University of Pretoria,South Africa,57.3,51+,41.8,51+,87.4,51+,82.3,51+,,,
51-100,50,University of Prince Edward Island,Canada,59.6,51+,78.5,37,93.8,31=,80.0,51+,,,
51-100,51-70,University of Saskatchewan,Canada,73.8,30=,54.9,51+,87.1,51+,83.4,51+,,,
51-100,51-70,University of Turin,Italy,54.3,51+,47.5,51+,94.6,21=,85.0,47=,,,
51-100,51-70,"University of Veterinary and Animal Sciences, Lahore",Pakistan,53.3,51+,89.3,12,88.0,51+,81.7,51+,,,
51-100,,Virginia Polytechnic Institute and State University,United States of America,60.5,51+,37.3,51+,91.0,51+,82.3,51+,,,
51-100,51-70,Washington State University,United States of America,64.3,51+,53.7,51+,93.2,37,82.9,51+,,,
51-100,,Zagazig University,Egypt,46.7,51+,42.7,51+,91.6,51+,90.1,20=,,,
