2025,2024,Institution,Country / Territory,Academic,AR rank,Employer,ER Rank,Citations,CPP Rank,H,H Rank,IRN,IRN Rank,Score
40,17,University of Pittsburgh,United States of America,63.5,43,52.4,51+,85.2,28,79.4,42=,,,66.4
41,51-70,Arizona State University,United States of America,62.0,45=,66.0,51+,78.6,45,79.4,42=,,,65.8
42,31,University of Technology Sydney,Australia,59.6,51+,73.3,35,83.6,37,83.0,24=,,,65.7
=43,51-70,Sungkyunkwan University (SKKU),Republic of Korea,64.6,38,61.0,51+,69.9,51+,69.2,51+,,,65.3
=43,=46,University of Southern California,United States of America,58.7,51+,61.7,51+,93.2,5,80.6,34=,,,65.3
45,29,Cornell University,United States of America,58.4,51+,78.1,27,84.4,31,70.8,51+,,,64.9
46,=49,KU Leuven,Belgium,59.2,51+,76.8,29,77.9,46,75.4,51+,,,64.6
=47,51-70,Queensland University of Technology (QUT),Australia,59.3,51+,70.1,44,78.8,44,78.1,47=,,,64.2
=47,,The University of New South Wales (UNSW Sydney),Australia,56.9,51+,90.7,4,79.6,43,67.4,51+,,,64.2
49,,Kyoto University,Japan,63.7,41=,59.4,51+,67.7,51+,69.2,51+,,,64.1
50,,Monash University,Australia,56.2,51+,79.9,22=,74.4,51+,78.1,47=,,,62.4
51-100,,Aarhus University,Denmark,55.0,51+,58.5,51+,71.8,51+,69.2,51+,,,
51-100,,Beijing Normal University,China (Mainland),52.0,51+,54.3,51+,74.7,51+,69.2,51+,,,
51-100,38,Cairo University,Egypt,53.5,51+,81.7,20,47.5,51+,42.8,51+,,,
51-100,,Charles University,Czechia,56.3,51+,56.3,51+,65.4,51+,57.2,51+,,,
51-100,,Chung-Ang University (CAU),Republic of Korea,60.9,48=,51.2,51+,51.0,51+,39.0,51+,,,
51-100,30,Drexel University,United States of America,60.8,50,31.1,51+,84.3,32,80.6,34=,,,
51-100,51-70,Erasmus University Rotterdam,Netherlands,51.4,51+,62.9,51+,74.7,51+,70.8,51+,,,
51-100,,Ewha Womans University,Republic of Korea,66.6,34,55.9,51+,40.4,51+,39.0,51+,,,
51-100,,Hacettepe University,Türkiye,55.8,51+,66.0,51+,62.4,51+,67.4,51+,,,
51-100,,Hanyang University,Republic of Korea,53.8,51+,67.3,49,53.2,51+,54.8,51+,,,
51-100,51-70,Humboldt-Universität zu Berlin,Germany,55.0,51+,84.9,13,63.9,51+,65.6,51+,,,
51-100,,Jagiellonian University,Poland,56.7,51+,57.8,51+,58.2,51+,49.3,51+,,,
51-100,,"KIT, Karlsruhe Institute of Technology",Germany,61.1,47,59.8,51+,64.9,51+,67.4,51+,,,
51-100,=39,Kuwait University,Kuwait,55.2,51+,58.9,51+,67.7,51+,76.8,51+,,,
51-100,,Lomonosov Moscow State University,Russian Federation,48.3,51+,100.0,1,52.4,51+,52.1,51+,,,
51-100,,Michigan State University,United States of America,49.9,51+,70.0,45,86.2,23=,80.6,34=,,,
51-100,,National Taiwan Normal University,Taiwan,56.8,51+,60.6,51+,54.4,51+,65.6,51+,,,
51-100,,New York University (NYU),United States of America,46.3,51+,85.4,10=,85.4,26=,76.8,51+,,,
51-100,,Pusan National University,Republic of Korea,58.0,51+,43.8,51+,52.6,51+,30.1,51+,,,
51-100,51-70,RMIT University,Australia,53.8,51+,76.4,31,76.3,51+,76.8,51+,,,
51-100,,RWTH Aachen University,Germany,58.5,51+,58.5,51+,61.7,51+,59.5,51+,,,
51-100,=36,Sapienza University of Rome,Italy,55.6,51+,82.2,18=,65.7,51+,65.6,51+,,,
51-100,,Simmons University,United States of America,60.9,48=,0.0,51+,66.1,51+,79.4,42=,,,
51-100,,Sun Yat-sen University,China (Mainland),54.3,51+,61.6,51+,89.4,10,84.1,20=,,,
51-100,51-70,The University of Melbourne,Australia,45.3,51+,82.2,18=,83.7,36,80.6,34=,,,
51-100,,The University of Tokyo,Japan,57.4,51+,69.6,46,66.5,51+,59.5,51+,,,
51-100,,Tongji University,China (Mainland),51.7,51+,52.7,51+,76.7,51+,75.4,51+,,,
51-100,,UNESP,Brazil,57.5,51+,58.3,51+,52.8,51+,67.4,51+,,,
51-100,51-70,Universidad Carlos III de Madrid (UC3M),Spain,51.3,51+,66.9,50,77.7,47,86.3,15=,,,
51-100,,Universidad de León,Spain,57.0,51+,54.4,51+,42.7,51+,52.1,51+,,,
51-100,,Universidad de Zaragoza,Spain,48.9,51+,60.3,51+,68.2,51+,78.1,47=,,,
51-100,51-70,Universidade de São Paulo,Brazil,51.2,51+,96.7,3,80.9,40,72.4,51+,,,
51-100,,Universitas Indonesia,Indonesia,52.4,51+,72.6,38,63.6,51+,63.7,51+,,,
51-100,,Universitat de Barcelona,Spain,42.5,51+,80.3,21,83.8,35,85.2,19,,,
51-100,,Universitat Politècnica de València,Spain,45.4,51+,51.5,51+,93.9,4,88.3,12=,,,
51-100,,University at Buffalo SUNY,United States of America,53.6,51+,52.1,51+,81.8,38=,80.6,34=,,,
51-100,27,University College Dublin,Ireland,59.4,51+,66.8,51+,64.4,51+,65.6,51+,,,
51-100,51-70,University College of Boras,Sweden,62.8,44,0.0,51+,58.2,51+,73.9,51+,,,
51-100,=39,"University of California, Los Angeles (UCLA)",United States of America,50.6,51+,87.5,7=,76.8,51+,78.1,47=,,,
51-100,,University of Chinese Academy of Sciences,China (Mainland),50.2,51+,31.5,51+,88.5,15,83.0,24=,,,
51-100,,University of Hawaiʻi at Mānoa,United States of America,49.8,51+,74.4,34,59.2,51+,61.7,51+,,,
51-100,=49,University of Jordan,Jordan,48.2,51+,89.7,5,67.1,51+,80.6,34=,,,
51-100,51-70,University of Ljubljana,Slovenia,52.1,51+,60.0,51+,77.6,48,76.8,51+,,,
51-100,,University of Oklahoma,United States of America,51.5,51+,47.7,51+,69.3,51+,69.2,51+,,,
51-100,,University of Reading,United Kingdom,55.0,51+,59.6,51+,67.1,51+,49.3,51+,,,
51-100,51-70,University of the Punjab,Pakistan,49.0,51+,64.3,51+,88.8,14,92.9,4=,,,
51-100,41,University of Wisconsin Milwaukee,United States of America,67.2,32,0.0,51+,72.4,51+,79.4,42=,,,
51-100,51-70,University of Wisconsin-Madison,United States of America,54.5,51+,59.5,51+,87.2,18,86.3,15=,,,
51-100,51-70,Victoria University of Wellington,New Zealand,55.4,51+,70.6,41,69.7,51+,73.9,51+,,,
51-100,,Vrije Universiteit Amsterdam,Netherlands,55.6,51+,61.8,51+,75.2,51+,73.9,51+,,,
51-100,,Xi’an Jiaotong University,China (Mainland),55.0,51+,72.8,36,74.3,51+,73.9,51+,,,
